HTML_CSS,Thẻ HTML nào sau đây được sử dụng để nhúng một trang web khác vào trang web hiện tại?,`<link>`,`<img>`,`<iframe>`,`<meta>`,c
HTML_CSS,"Thuộc tính `target` của thẻ `<a>` có tác dụng gì khi được đặt là `""_blank""`?",Mở liên kết trong cửa sổ hiện tại.,Mở liên kết trong một tab hoặc cửa sổ mới.,Mở liên kết trong khung (frame) cùng vị trí.,Không có tác dụng gì.,b
HTML_CSS,"Đoạn mã HTML nào sau đây dùng để tạo ra danh sách không có thứ tự, với các mục được hiển thị dưới dạng dấu chấm?",`<ol><li>...</li></ol>`,"`<ol type=""disc""><li>...</li></ol>`","`<ul type=""1""><li>...</li></ul>`",`<ul><li>...</li></ul>`,d
HTML_CSS,"Trong CSS, thuộc tính nào sau đây được sử dụng để thay đổi phông chữ của một phần tử?",`color`,`font-family`,`text-style`,`text-font`,b
HTML_CSS,Thẻ `<iframe>` có thuộc tính `src` dùng để làm gì?,Xác định URL của trang web sẽ được nhúng.,Xác định chiều rộng của iframe.,Xác định chiều cao của iframe.,Xác định tiêu đề của iframe.,a
HTML_CSS,"Điều gì sẽ xảy ra nếu bạn sử dụng thẻ `<iframe src=""https://www.google.com"" width=""500"" height=""300""></iframe>` trong trang HTML của bạn?",Hiển thị một hình ảnh của Google.,Hiển thị trang web Google bên trong một khung.,Hiển thị mã nguồn HTML của trang web Google.,Gây ra lỗi.,b
HTML_CSS,"Bạn muốn tạo một siêu liên kết đến một phần cụ thể của trang web (ví dụ: đến phần có id là ""Topic1""). Bạn sẽ sử dụng thẻ nào và thuộc tính nào?","`<a href=""#Topic1"">`","`<a name=""Topic1"">`","`<a url=""#Topic1"">`","`<a link=""#Topic1"">`",a
HTML_CSS,Thuộc tính `border-style` trong CSS dùng để làm gì?,Thiết lập màu sắc cho đường viền.,"Thiết lập kiểu dáng (ví dụ: solid, dashed, dotted) cho đường viền.",Thiết lập độ rộng của đường viền.,Thiết lập khoảng cách giữa đường viền và nội dung.,b
HTML_CSS,Bạn muốn nhúng một video từ YouTube vào trang web của bạn bằng `<iframe>`. Đoạn mã nào sau đây là chính xác (giả sử bạn đã tìm được URL nhúng của video)?,"`<iframe title=""Video""></iframe>`","`<iframe src=""video.mp4""></iframe>`","`<iframe src=""[URL_NHUNG_VIDEO]"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen></iframe>`","`<iframe href=""[URL_NHUNG_VIDEO]""></iframe>`",c
HTML_CSS,Mục đích của thẻ `<meta>` trong HTML là gì?,Để định dạng văn bản.,"Để cung cấp thông tin về tài liệu (ví dụ: từ khóa, mô tả).",Để tạo các siêu liên kết.,Để nhúng hình ảnh.,b
HTML_CSS,"Trong CSS, thuộc tính `margin` dùng để làm gì?",Thiết lập màu sắc của phần tử.,Thiết lập độ dày của đường viền.,Thiết lập khoảng cách bên ngoài của phần tử.,Thiết lập khoảng cách bên trong của phần tử.,c
HTML_CSS,Đâu là thẻ HTML dùng để tạo một tiêu đề cấp 2?,`<h1>`,`<h2>`,`<p>`,`<h3>`,b
HTML_CSS,Một trang web sử dụng `<iframe>` để hiển thị nội dung từ một trang web khác. Người dùng tương tác với nội dung trong `<iframe>`. Điều này có ảnh hưởng gì đến trang web gốc?,Trang web gốc sẽ bị ảnh hưởng bởi mọi thay đổi người dùng thực hiện trong iframe.,Trang web gốc sẽ hiển thị một popup.,Trang web gốc không có ảnh hưởng trực tiếp.,Trang web gốc sẽ tự động tải lại.,c
HTML_CSS,Thuộc tính `display: none;` trong CSS có tác dụng gì?,Thay đổi màu sắc của phần tử.,Thay đổi kích thước của phần tử.,"Ẩn phần tử khỏi trang web, không chiếm không gian.","Ẩn phần tử khỏi trang web, nhưng chiếm không gian như bình thường.",d
HTML_CSS,"Nếu bạn muốn tạo một khung (iframe) có chiều cao là 400 pixel và chiều rộng là 600 pixel, bạn sẽ viết như thế nào?","`<iframe height=""600"" width=""400""></iframe>`","`<iframe width=""400"" height=""600""></iframe>`","`<iframe width=""600"" height=""400""></iframe>`","`<iframe size=""600x400""></iframe>`",c
HTML_CSS,Thẻ nào sau đây được sử dụng để nhúng một đoạn âm thanh vào trang web?,`<audio>`,`<sound>`,`<music>`,`<video>`,a
HTML_CSS,Bạn đang nhúng một bản đồ Google Maps vào trang web của bạn bằng `<iframe>`. Bạn muốn bản đồ hiển thị theo kích thước 800px chiều rộng và 400px chiều cao. Dòng code nào sau đây là đúng?,"`<iframe src=""[URL_BAN_DO]"" size=""800x400""></iframe>`","`<iframe src=""[URL_BAN_DO]""></iframe>`","`<iframe src=""[URL_BAN_DO]"" width=""800"" height=""400""></iframe>`","`<iframe width=800 height=400 frameborder=""0"" src=""[URL_BAN_DO]""></iframe>`",c
HTML_CSS,"Trong CSS, thuộc tính `padding` dùng để làm gì?",Thiết lập khoảng cách bên trong của phần tử.,Thiết lập khoảng cách bên ngoài của phần tử.,Thiết lập màu nền của phần tử.,Thiết lập kiểu chữ của phần tử.,a
HTML_CSS,"Để liên kết một tệp CSS bên ngoài vào một trang HTML, bạn sử dụng thẻ nào?",`<style>`,`<link>`,`<script>`,`<meta>`,b
HTML_CSS,Bạn có thể sử dụng thuộc tính `<iframe>` nào để vô hiệu hóa thanh cuộn trong iframe?,"`scroll=""yes""`","`scroll=""auto""`","`scrolling=""no""`",Không có thuộc tính nào để làm điều đó.,c
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một liên kết neo (anchor) đến một phần cụ thể trong cùng một trang?,"`<a href=""link""></a>`","`<a url=""#section""></a>`","`<a href=""#section""></a>`","`<a name=""section""></a>`",c
HTML_CSS,Thuộc tính CSS nào sau đây được sử dụng để thay đổi độ đậm của chữ?,`font-style`,`text-weight`,`font-weight`,`font-variant`,c
HTML_CSS,"Đoạn mã HTML nào sau đây tạo ra một danh sách không có thứ tự với các mục là ""Item 1"", ""Item 2"", và ""Item 3""?",`<ol><li>Item 1</li><li>Item 2</li><li>Item 3</li></ol>`,`<ul><li>Item 1</li><li>Item 2</li><li>Item 3</li></ul>`,`<dl><li>Item 1</li><li>Item 2</li><li>Item 3</li></dl>`,`<list><li>Item 1</li><li>Item 2</li><li>Item 3</li></list>`,b
HTML_CSS,Thuộc tính nào sau đây của CSS được dùng để thay đổi màu chữ của một đoạn văn bản?,`background-color`,`color`,`text-color`,`font-color`,b
HTML_CSS,Thẻ HTML nào được sử dụng để bao bọc tiêu đề của một trang web?,`<body>`,`<title>`,`<head>`,`<h1>`,b
HTML_CSS,"Giá trị nào của thuộc tính `target` trong thẻ `<a href="""">` sẽ mở liên kết trong một cửa sổ hoặc tab trình duyệt mới?","`target=""_self""`","`target=""_parent""`","`target=""_blank""`","`target=""_top""`",c
HTML_CSS,Thuộc tính CSS nào sau đây được sử dụng để thay đổi kích thước phông chữ của một phần tử?,`font-style`,`text-size`,`font-variant`,`font-size`,d
HTML_CSS,Thẻ HTML nào sau đây dùng để tạo một đoạn văn bản có độ quan trọng cao (thường được hiển thị in đậm)?,`<i>`,`<em>`,`<strong>`,`underline`,c
HTML_CSS,Đâu là thẻ dùng để nhúng tập tin âm thanh vào trang web?,`<video>`,`<audio>`,`<embed>`,`<sound>`,b
HTML_CSS,Thẻ HTML nào sau đây là thẻ cha chứa các thông tin về liên kết đến các file CSS bên ngoài?,`<body>`,`<h1>`,`<head>`,`<title>`,c
HTML_CSS,Thuộc tính nào sau đây được sử dụng để thêm CSS vào một trang HTML?,`<script>`,`<img>`,`<link>`,`<style>`,c
HTML_CSS,Thuộc tính `type` của thẻ `<input>` với giá trị nào cho phép người dùng nhập nhiều dòng văn bản?,"`type=""radio""`","`type=""email""`","`type=""text""`","`type=""password""`",c
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một phần tử đánh dấu (highlight) văn bản?,`<mark>`,`<b>`,`<em>`,`<bold>`,a
HTML_CSS,Thuộc tính CSS nào sau đây được sử dụng để đặt lề (khoảng trắng) bên trong phần tử?,`margin`,`padding`,`border`,`spacing`,b
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để nhúng một trang web khác vào trang hiện tại?,`<iframe>`,`<frame>`,`<embed>`,`<object>`,a
HTML_CSS,Thuộc tính CSS `display: none;` có tác dụng gì?,"Hiển thị phần tử, nhưng không chiếm không gian.",Ẩn phần tử và không chiếm không gian.,Hiển thị phần tử và chiếm toàn bộ chiều rộng.,Chỉ hiển thị phần tử dưới dạng khối.,b
HTML_CSS,Thuộc tính `rel` trong thẻ `<link>` có giá trị “stylesheet” có ý nghĩa gì?,Liên kết đến một file JavaScript,Liên kết đến một file CSS,Liên kết đến một file hình ảnh,Liên kết đến một trang web khác,b
HTML_CSS,"Trong HTML, thuộc tính `alt` của thẻ `<img>` dùng để làm gì?",Cung cấp văn bản thay thế cho hình ảnh,Đặt kích thước chiều cao của ảnh,Đặt kích thước chiều rộng của ảnh,Chỉ định URL của hình ảnh,a
HTML_CSS,"Để liên kết một file CSS bên ngoài vào trang HTML, bạn sử dụng thẻ nào?",`<style>`,`<link>`,`<body>`,`<script>`,b
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi phông chữ của một phần tử văn bản?,`text-style`,`font-color`,`font-family`,`text-font`,c
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một bảng?,`<list>`,`<dl>`,`<ul>`,`<table>`,d
HTML_CSS,"Trong HTML, thuộc tính `href` của thẻ `<a>` dùng để làm gì?",Chỉ định chiều rộng của liên kết,Chỉ định URL của liên kết,Chỉ định màu sắc của liên kết,Chỉ định phông chữ của liên kết,b
HTML_CSS,"Trong HTML, thẻ `<em>` dùng để làm gì?",In đậm chữ,Tạo chữ nghiêng (nhấn mạnh),Tạo tiêu đề,Tạo danh sách,b
HTML_CSS,Thuộc tính CSS nào sau đây được dùng để đặt màu cho đường viền của một phần tử?,`border-width`,`border-radius`,`border-color`,`border-style`,c
HTML_CSS,Đoạn mã HTML nào sau đây tạo ra một siêu liên kết?,"`<link href=""url"">Liên kết</link>`","`<a href=""url"">Liên kết</a>`","`<hyperlink url=""url"">Liên kết</hyperlink>`","`<url href=""url"">Liên kết</url>`",b
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi lề (margin) của một phần tử?,`padding`,`margin`,`border`,`spacing`,b
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một tiêu đề cấp 2 (heading 2)?,`<h1>`,`<h2>`,`<h3>`,`<title>`,b
HTML_CSS,Thuộc tính CSS `border-style` có thể nhận giá trị nào?,`color`,`solid`,`width`,`size`,b
HTML_CSS,Thẻ `<tr>` được sử dụng bên trong thẻ nào để tạo các hàng trong bảng?,`<td>`,`<th>`,`<table>`,`<ul>`,c
HTML_CSS,Thuộc tính `method` trong thẻ `<form>` có thể nhận giá trị nào?,`link`,`post`,`text`,`image`,b
HTML_CSS,Thẻ HTML nào sau đây dùng để tạo một danh sách có thứ tự?,`<ul>`,`<dl>`,`<ol>`,`<li>`,c
HTML_CSS,Thuộc tính `width` trong thẻ `<img>` dùng để làm gì?,Chỉ định URL của hình ảnh,Chỉ định văn bản thay thế cho hình ảnh,Chỉ định chiều rộng của hình ảnh,Chỉ định chiều cao của hình ảnh,c
HTML_CSS,Thuộc tính CSS nào sau đây dùng để thiết lập màu nền cho một phần tử?,`background-color`,`color`,`text-color`,`font-color`,a
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một ô trong bảng (table cell)?,`<tr>`,`<table>`,`<th>`,`<td>`,d
HTML_CSS,Thuộc tính CSS nào sau đây được dùng để thay đổi kiểu hiển thị của một phần tử?,`display`,`visibility`,`position`,`float`,a
HTML_CSS,"Câu lệnh `<meta charset=""UTF-8"">` có tác dụng gì trong HTML?",Xác định bảng mã ký tự cho trang web,Liên kết đến một tệp CSS,Chèn một hình ảnh vào trang web,Tạo một siêu liên kết,a
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một đoạn văn bản (paragraph)?,`<h1>`,`<h2>`,`<p>`,`<div>`,c
HTML_CSS,Thuộc tính CSS `font-weight: bold;` làm gì?,Thay đổi kiểu chữ,Làm cho chữ in đậm,Thay đổi kích thước chữ,Thay đổi màu chữ,b
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để nhúng video vào trang web?,`<audio>`,`<video>`,`<source>`,`<embed>`,b
HTML_CSS,"Trong HTML, thẻ `<ul>` tạo ra loại danh sách nào?",Danh sách có thứ tự (ordered list),Danh sách không có thứ tự (unordered list),Danh sách định nghĩa (definition list),Danh sách lồng nhau (nested list),b
HTML_CSS,Thuộc tính `src` trong thẻ `<img>` dùng để làm gì?,Xác định đường dẫn đến hình ảnh,Thiết lập chiều cao của hình ảnh,Thiết lập chiều rộng của hình ảnh,Cung cấp văn bản thay thế cho hình ảnh,a
HTML_CSS,Thuộc tính `action` trong thẻ `<form>` dùng để làm gì?,Chỉ định URL mà dữ liệu biểu mẫu sẽ được gửi đến,Chỉ định phương thức gửi dữ liệu (GET hoặc POST),Đặt tên cho biểu mẫu,Chỉ định các trường đầu vào trong biểu mẫu,a
HTML_CSS,Giá trị `_blank` của thuộc tính `target` trong thẻ `<a>` có ý nghĩa gì?,Mở liên kết trong một cửa sổ hoặc tab mới,Mở liên kết trong cùng một cửa sổ hoặc tab,Mở liên kết trong khung cha,Mở liên kết trong khung trên cùng,a
HTML_CSS,Thuộc tính CSS nào sau đây được sử dụng để thiết lập màu chữ cho phần tử HTML?,`background-color`,`color`,`font-color`,`text-color`,b
HTML_CSS,Thẻ HTML nào sau đây dùng để tạo một tiêu đề cấp 1 (heading 1)?,`<h1>`,`<h2>`,`<h3>`,`<title>`,a
HTML_CSS,Thuộc tính CSS `border-style: solid;` làm gì?,Đặt màu cho đường viền,Đặt độ rộng cho đường viền,Tạo đường viền liền,Tạo đường viền bo tròn,c
HTML_CSS,Thẻ HTML nào sau đây được sử dụng để tạo một hàng trong bảng (table row)?,`<td>`,`<table>`,`<tr>`,`<th>`,c
HTML_CSS,"Thuộc tính `value` trong thẻ `<input type=""text"">` dùng để làm gì?",Xác định giá trị ban đầu của trường,Chỉ định nhãn cho trường,Đặt kiểu dữ liệu cho trường,Xác định kích thước của trường,a
HTML_CSS,Thuộc tính CSS nào cho phép bạn thiết lập khoảng trắng giữa các phần tử và đường viền của chúng?,`margin`,`padding`,`border`,`spacing`,b
HTML_CSS,"Để tạo một liên kết đến một phần cụ thể trong trang (ví dụ: id=""section1""), bạn sử dụng cú pháp nào?","`<a href=""#section1""></a>`","`<a name=""section1""></a>`","`<a id=""section1""></a>`","`<a link=""#section1""></a>`",a
HTML_CSS,Thuộc tính `controls` trong thẻ `<video>` có tác dụng gì?,Hiển thị các nút điều khiển phát lại video,Tự động phát video khi trang web được tải,Lặp lại video liên tục,Tắt tiếng video,a
HTML_CSS,"Trong HTML, thẻ `<li>` dùng để làm gì?",Tạo một bảng (table),Tạo một mục trong danh sách,Tạo một liên kết,Tạo một đoạn văn bản,b
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi kích thước phông chữ của một phần tử?,`font-style`,`font-size`,`text-size`,`font-weight`,b
HTML_CSS,Thuộc tính CSS `margin` được sử dụng để làm gì?,Thiết lập khoảng cách giữa các phần tử và nội dung của chúng,Thiết lập khoảng cách giữa các phần tử,Thiết lập đường viền,Thiết lập màu nền,b
HTML_CSS,Thẻ HTML nào dùng để tạo một hộp kiểm (checkbox) trong một biểu mẫu?,"`<input type=""radio"">`","`<input type=""text"">`","`<input type=""checkbox"">`","`<input type=""submit"">`",c
HTML_CSS,Thuộc tính `height` trong thẻ `<img>` dùng để làm gì?,Chỉ định URL của hình ảnh,Chỉ định văn bản thay thế cho hình ảnh,Chỉ định chiều rộng của hình ảnh,Chỉ định chiều cao của hình ảnh,d
HTML_CSS,Thuộc tính `start` trong thẻ `<ol>` có ý nghĩa gì?,"Xác định kiểu danh sách (ví dụ: chữ số, chữ cái)",Xác định số bắt đầu của danh sách,Sắp xếp danh sách theo thứ tự,Chỉ định hướng của danh sách,b
HTML_CSS,"Để chỉ định một kiểu CSS cho một phần tử HTML, bạn sử dụng thuộc tính nào?",`class`,`style`,`id`,`href`,b
HTML_CSS,Thuộc tính `action` của thẻ `<form>` dùng để làm gì?,Chỉ định URL mà dữ liệu biểu mẫu sẽ được gửi đến.,Đặt phương thức gửi dữ liệu của biểu mẫu.,Đặt tên cho biểu mẫu.,Định dạng kiểu hiển thị của các trường trong biểu mẫu.,a
HTML_CSS,Thẻ `<em>` trong HTML thường được dùng để:,Hiển thị văn bản quan trọng,Nhấn mạnh văn bản bằng cách hiển thị nghiêng,Tạo tiêu đề cho trang web,Định nghĩa một danh sách,b
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi phông chữ của một phần tử?,`color`,`background-color`,`border-color`,`font-family`,d
HTML_CSS,"Đoạn HTML nào sau đây tạo ra một danh sách không có thứ tự với các mục là ""Item 1"" và ""Item 2""?",`<ol><li>Item 1</li><li>Item 2</li></ol>`,`<ul><li>Item 1</li><li>Item 2</li></ul>`,`<list><li>Item 1</li><li>Item 2</li></list>`,`<dl><li>Item 1</li><li>Item 2</li></dl>`,b
HTML_CSS,Thẻ HTML nào được sử dụng để tạo một siêu liên kết?,`<link>`,`<div>`,`<meta>`,`<a>`,d
HTML_CSS,Thuộc tính CSS nào được sử dụng để điều chỉnh khoảng cách bên trong của một phần tử?,`padding`,`margin`,`border-style`,`width`,a
HTML_CSS,Thẻ HTML nào được sử dụng để định nghĩa tiêu đề chính của một trang web?,`<em>`,`<p>`,`<mark>`,`<h1>`,d
HTML_CSS,"Đoạn mã HTML nào sau đây tạo một bảng có một hàng và một cột, chứa văn bản ""Dữ Liệu""?",`<table><td>Dữ Liệu</td></table>`,`<table><tr><td>Dữ Liệu</td></tr>`,`<table><tr><td>Dữ Liệu</td></tr></table>`,`<table><tr><td>Dữ Liệu</td></tr></tr>`,c
HTML_CSS,Thuộc tính CSS nào được sử dụng để thiết lập độ đậm của chữ?,`font-size`,`font-weight`,`font-family`,`color`,b
HTML_CSS,Thẻ HTML nào được sử dụng để nhúng một đoạn video vào trang web?,`<audio>`,`<video>`,"`<img src="""">`",`<source>`,b
HTML_CSS,Thuộc tính HTML nào được sử dụng để chỉ định địa chỉ URL của một liên kết?,`src`,`alt`,`href`,`rel`,c
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi màu chữ của một phần tử?,`color`,`background-color`,`font-family`,`font-size`,a
HTML_CSS,Thẻ HTML nào được sử dụng để tạo một trường nhập liệu văn bản trong một biểu mẫu?,`<textarea>`,`<select>`,"`<input type=""text"">`",`<button>`,c
HTML_CSS,Đoạn mã HTML nào sau đây tạo ra một phần tử in nghiêng?,`<strong>`,`<p>`,`<em>`,`<mark>`,c
HTML_CSS,Thuộc tính CSS nào được sử dụng để thiết lập lề bên ngoài của một phần tử?,`padding`,`margin`,`border-style`,`width`,b
HTML_CSS,"Thẻ HTML nào được sử dụng để tạo một danh sách có thứ tự, bắt đầu từ số 5?","`<ol type=""5"">`","`<ol start=""5"">`","`<ul start=""5"">`","`<ul type=""5"">`",b
HTML_CSS,"Đoạn HTML nào sau đây được sử dụng để tạo một hình ảnh với đường dẫn ""image.jpg"" và văn bản thay thế ""Hình ảnh""?","`<img src=""image.jpg"" text=""Hình ảnh"">`","`<img url=""image.jpg"" alt=""Hình ảnh"">`","`<img src=""image.jpg"" alt=""Hình ảnh"">`","`<img alt=""Hình ảnh"" src=""image.jpg"">`",c
HTML_CSS,Thuộc tính CSS nào được sử dụng để thiết lập kiểu đường viền của một phần tử?,`border-color`,`border-width`,`border-style`,`border`,c
HTML_CSS,Thẻ HTML nào được sử dụng để chèn một khung nội tuyến (iframe)?,`<frame>`,`<object>`,`<iframe>`,`<embed>`,c
HTML_CSS,"Đoạn HTML nào sau đây tạo một liên kết đến neo có ID là ""Topic1""?","`<a href=""Topic1"">`","`<a href=""#Topic1"">`","`<a name=""Topic1"">`","`<a id=""Topic1"">`",b
HTML_CSS,Thuộc tính CSS nào được sử dụng để thiết lập màu của đường viền?,`border-style`,`border-width`,`border-color`,`border-radius`,c
HTML_CSS,"Thẻ HTML nào được sử dụng để định nghĩa các siêu dữ liệu nằm trong phần `<head>` của một tài liệu HTML, nhưng không hiển thị trên trang web?",`<meta>`,`<link>`,`<title>`,`<style>`,a
HTML_CSS,Đoạn mã HTML nào sau đây dùng để tạo một trường checkbox?,"`<input type=""text"">`","`<input type=""radio"">`","`<input type=""checkbox"">`",`<textarea>`,c
HTML_CSS,Thuộc tính CSS `display: none;` có tác dụng gì?,Hiển thị phần tử nhưng không chiếm không gian,Ẩn phần tử và không chiếm không gian,Ẩn phần tử nhưng vẫn chiếm không gian,Thay đổi màu sắc của phần tử,b
HTML_CSS,"Trong HTML, thẻ `<title>` được sử dụng để làm gì?",Định nghĩa tiêu đề chính của trang web,Chèn hình ảnh vào trang web,Định nghĩa tiêu đề của tab trình duyệt,Tạo một siêu liên kết,c
HTML_CSS,Thuộc tính CSS nào được sử dụng để điều chỉnh chiều cao của một phần tử?,`margin`,`padding`,`width`,`height`,d
HTML_CSS,Thẻ HTML nào được sử dụng để đánh dấu (highlight) một đoạn văn bản?,`<strong>`,`<em>`,`<mark>`,`<p>`,c
HTML_CSS,"Đoạn HTML nào sau đây tạo một biểu mẫu có phương thức gửi dữ liệu là ""POST"" đến địa chỉ ""form.php""?","`<form url=""form.php"" method=""get"">`","`<form action=""form.php"" method=""get"">`","`<form action=""form.php"" method=""post"">`","`<form method=""post"">`",c
HTML_CSS,Thuộc tính HTML nào được sử dụng để chỉ định chiều rộng của một hình ảnh?,`height`,`width`,`alt`,`src`,b
HTML_CSS,"Để nhúng một tệp CSS vào tài liệu HTML, bạn sử dụng thẻ nào?",`<script>`,`<link>`,`<style>`,`<meta>`,b
HTML_CSS,Đoạn mã HTML nào sau đây tạo ra một đoạn văn bản in đậm?,`<em>`,`<mark>`,`<strong>`,`<p>`,c
HTML_CSS,Thuộc tính CSS nào dùng để thiết lập lề cho tất cả các phía của một phần tử?,`padding-top`,`margin-left`,`padding`,`margin`,d
HTML_CSS,Thẻ HTML nào được sử dụng để chèn âm thanh vào trang web?,`<video>`,"`<img src="""">`",`<audio>`,`<source>`,c
HTML_CSS,Đoạn mã HTML nào sau đây tạo một hàng trong bảng?,`<tr>`,`<td>`,`<table>`,`<head>`,a
HTML_CSS,Thuộc tính CSS nào được sử dụng để thay đổi kích thước chữ?,`font-weight`,`font-family`,`font-size`,`color`,c
HTML_CSS,"Trong HTML, thẻ `<h1>` đến `<h6>` được sử dụng để làm gì?",Tạo danh sách không có thứ tự,Định nghĩa các tiêu đề (heading),Tạo các đoạn văn bản,Chèn hình ảnh,b
HTML_CSS,Đoạn mã HTML nào sau đây sử dụng đúng thẻ `<form>` để tạo một biểu mẫu?,"`<form> <input type=""text""> </form>`","`<input type=""text""> <form>  </form>`","`<form action=""example.php""> <input type=""text"" name=""username""> </form>`","`<form method=""post""> <p>Hello</p> </form>`",c
HTML_CSS,Thuộc tính CSS nào được sử dụng để điều chỉnh chiều rộng của một phần tử?,`width`,`height`,`margin`,`padding`,a
HTML_CSS,Thẻ HTML nào được sử dụng để liên kết đến một trang Stylesheet bên ngoài?,"`<link rel=""stylesheet"" href=""style.css"">`","`<style src=""style.css"">`","`<css src=""style.css"">`","`<script src=""style.css"">`",a
HTML_CSS,Đoạn mã HTML nào sau đây tạo ra một đoạn văn bản?,`<h1>`,`<h2>`,`<ul>`,`<p>`,d
